,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,310.8478562443563,39.802684448734624,49.49697780789244
BASE_USAGE,39.27078926585271,0.45878901807994577,0.0
SERVER_USAGE,173.28813359400039,13.27017351436809,0.0
WORKFLOW_USAGE,98.28893338450322,26.073721916286587,49.49697780789244
