,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,21.063938128430078,22.178377534447733,310.8478562443563,0.0,100.0
BASE_USAGE,2.833,1.1125414599016075,39.27078926585271,1.475,14.175
SERVER_USAGE,4.195833333333334,7.270881272048267,173.28813359400039,1.5,43.475
WORKFLOW_USAGE,14.035104795096744,13.794954802497857,98.28893338450322,1.75,100.0
