,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,21.063938128430078,31.996893001642427,0.16227015983656298
BASE_USAGE,2.833,11.342333333333332,0.0
SERVER_USAGE,4.195833333333334,3.7633333333333336,0.0
WORKFLOW_USAGE,14.035104795096744,16.891226334975762,0.16227015983656298
