,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,22.178377534447733,4.955609625816886,0.08031882500313517
BASE_USAGE,1.1125414599016075,0.05203737972735438,0.0
SERVER_USAGE,7.270881272048267,0.4994008632573858,0.0
WORKFLOW_USAGE,13.794954802497857,4.404171382832146,0.08031882500313517
