,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,381.5803489093435,60.19565282626854,1241.9428016901322
BASE_USAGE,120.38111718489925,3.4511700113720374,0.0
SERVER_USAGE,173.75203240843888,36.2879617799472,1220.655561573371
WORKFLOW_USAGE,87.44719931600538,20.456521034949308,21.28724011676117
