,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,27.545582570673172,38.11465954850519,0.26623713646533254
BASE_USAGE,3.3219166666666666,11.828999999999999,0.0
SERVER_USAGE,6.819333333333333,4.503000000000002,0.0006666666666667235
WORKFLOW_USAGE,17.404332570673173,21.782659548505187,0.26557046979866583
