Duration (Seconds),CPU_Usage,Memory_Usage,Disk_Usage
211,1.5,11.2,0.0
212,2.975,11.2,0.0
213,0.75,11.2,0.0
214,1.75,11.2,0.0
215,2.725,11.2,0.0
216,1.75,11.2,0.0
217,1.75,11.2,0.0
218,1.25,11.2,0.0
219,1.25,11.2,0.0
220,2.25,11.2,0.0
221,1.5,11.2,0.0
222,2.0,11.2,0.0
223,1.725,11.2,0.0
224,2.25,11.2,0.0
225,1.25,11.2,0.0
226,2.25,11.2,0.0
227,1.25,11.2,0.0
228,1.75,11.2,0.0
229,1.75,11.2,0.0
230,2.475,11.2,0.0
231,1.75,11.2,0.0
232,2.0,11.2,0.0
233,0.75,11.2,0.0
234,2.5,11.2,0.0
235,1.25,11.2,0.0
236,2.0,11.2,0.0
237,1.0,11.2,0.0
238,2.5,11.2,0.0
239,1.0,11.2,0.0
240,2.5,11.2,0.0
241,2.225,11.2,0.0
242,1.75,11.2,0.0
243,2.0,11.2,0.0
244,2.0,11.2,0.0
245,1.5,11.2,0.0
246,1.75,11.2,0.0
247,1.25,11.2,0.0
248,2.475,11.2,0.0
249,1.5,11.2,0.0
250,2.575,11.2,0.0
251,5.875,11.2,0.0
252,13.975,11.2,0.0
253,12.625,11.1,0.0
254,12.5,11.1,0.0
255,2.525,11.1,0.0
256,2.725,11.1,0.0
257,1.5,11.1,0.0
258,2.25,11.1,0.0
259,1.75,11.1,0.0
260,2.225,11.1,0.0
261,3.475,11.1,0.0
262,3.475,11.1,0.0
263,1.25,11.1,0.0
264,1.75,11.1,0.0
265,1.725,11.1,0.0
266,2.0,11.1,0.0
267,1.25,11.1,0.0
268,1.75,11.1,0.0
269,1.75,11.1,0.0
270,2.25,11.1,0.0
271,1.5,11.1,0.0
272,1.5,11.1,0.0
273,1.25,11.1,0.0
274,2.975,11.1,0.0
275,1.25,11.1,0.0
276,2.25,11.1,0.0
277,1.25,11.1,0.0
278,2.475,11.1,0.0
279,1.25,11.1,0.0
280,2.0,11.1,0.0
281,1.25,11.1,0.0
282,2.25,11.1,0.0
283,1.5,11.1,0.0
284,2.25,11.1,0.0
285,1.25,11.1,0.0
286,1.25,11.1,0.0
287,1.5,11.1,0.0
288,1.975,11.1,0.0
289,1.25,11.1,0.0
290,2.5,11.1,0.0
291,1.25,11.1,0.0
292,2.75,11.1,0.0
293,1.25,11.1,0.0
294,1.75,11.1,0.0
295,1.0,11.1,0.0
296,2.0,11.1,0.0
297,2.0,11.1,0.0
298,2.25,11.1,0.0
299,1.25,11.1,0.0
300,1.75,11.1,0.0
301,1.75,11.1,0.0
302,20.35,11.1,0.0
303,46.55,11.5,0.0
304,76.5,11.7,0.0
305,80.425,12.1,0.0
306,86.22500000000001,12.5,0.0
307,74.5,13.2,0.0
308,74.275,14.9,0.0
309,79.875,15.7,0.0
310,65.625,16.1,0.10000000000000853
311,55.55,16.5,0.10000000000000853
312,36.275,16.4,0.0
313,48.825,16.9,0.0
314,47.0,16.9,0.0
315,25.225,16.8,0.0
316,15.125,16.7,0.0
317,17.3,16.8,0.0
318,15.975,16.7,0.0
319,9.9,16.7,0.0
320,16.75,16.8,0.0
321,4.05,16.8,0.0
322,10.025,16.7,0.0
323,7.15,16.7,0.0
324,5.75,16.7,0.0
325,14.35,16.7,0.0
326,4.425,16.7,0.0
327,3.525,16.7,0.0
328,3.5,16.7,0.0
329,4.225,16.7,0.0
330,2.75,16.7,0.0
331,1.5,16.7,0.0
332,2.25,16.7,0.0
333,2.225,16.7,0.0
334,5.775,16.7,0.0
335,18.05,16.7,0.0
336,2.5,16.7,0.0
337,2.025,16.7,0.0
338,3.225,16.7,0.0
339,2.225,16.7,0.0
340,2.5,16.7,0.0
341,2.0,16.7,0.0
342,2.5,16.7,0.0
343,3.0,16.7,0.0
344,10.0,16.7,0.0
345,16.075,16.7,0.0
346,2.975,16.7,0.0
347,1.75,16.7,0.0
348,3.725,16.7,0.0
349,1.5,16.7,0.0
350,2.5,16.7,0.0
351,1.5,16.7,0.0
352,2.975,16.7,0.0
353,2.5,16.7,0.0
354,2.975,16.7,0.0
355,14.224999999999998,16.6,0.0
356,4.525,16.6,0.0
357,1.725,16.6,0.0
358,3.0,16.6,0.0
359,1.75,16.6,0.0
360,2.25,16.6,0.0
361,2.75,16.6,0.0
362,1.5,16.6,0.0
363,1.75,16.6,0.0
364,2.75,16.6,0.0
365,17.425,16.6,0.0
366,12.425,16.7,0.0
367,3.75,16.7,0.0
368,3.225,16.7,0.0
369,4.275,16.7,0.0
370,4.0,16.7,0.0
371,1.5,16.7,0.0
372,4.9,16.7,0.0
373,2.25,16.7,0.0
374,2.75,16.7,0.0
375,15.375,16.7,0.0
376,3.25,16.7,0.0
377,2.0,16.7,0.0
378,3.75,16.7,0.0
379,2.5,16.7,0.0
380,4.55,16.7,0.0
381,2.0,16.7,0.0
382,4.275,16.7,0.0
383,2.5,16.7,0.0
384,4.5,16.7,0.0
385,8.6,16.7,0.0
386,11.15,16.7,0.0
387,2.0,16.7,0.0
388,2.75,16.7,0.0
389,1.75,16.7,0.0
390,3.25,16.7,0.0
391,2.75,16.7,0.0
392,2.475,16.7,0.0
393,1.775,16.7,0.0
394,2.5,16.7,0.0
395,2.0,16.7,0.0
396,15.975,16.7,0.0
397,2.25,16.7,0.0
398,1.75,16.7,0.0
399,2.25,16.7,0.0
400,2.75,16.7,0.0
401,1.75,16.7,0.0
402,3.25,16.7,0.0
403,2.25,16.7,0.0
404,2.725,16.7,0.0
405,1.725,16.7,0.0
406,16.475,16.7,0.0
407,2.25,16.7,0.0
408,2.5,16.7,0.0
409,3.725,16.7,0.0
410,2.25,16.7,0.0
411,1.75,16.7,0.0
412,2.25,16.7,0.0
413,2.25,16.7,0.0
414,2.75,16.7,0.0
415,1.75,16.7,0.0
416,17.0,16.7,0.0
417,2.25,16.7,0.0
418,2.475,16.7,0.0
419,2.475,16.7,0.0
420,2.75,16.7,0.0
421,2.75,16.7,0.0
422,2.75,16.7,0.0
423,2.275,16.7,0.0
424,3.0,16.7,0.0
425,3.75,16.7,0.0
426,17.375,16.7,0.0
427,4.2,16.7,0.0
428,2.5,16.7,0.0
429,2.0,16.7,0.0
430,2.5,16.7,0.0
431,1.5,16.7,0.0
432,2.75,16.7,0.0
433,2.975,16.7,0.0
434,2.25,16.7,0.0
435,1.75,16.7,0.0
436,15.375,16.7,0.0
437,2.0,16.7,0.0
438,3.25,16.7,0.0
439,1.5,16.7,0.0
440,2.0,16.7,0.0
441,2.475,16.7,0.0
442,2.0,16.7,0.0
443,1.725,16.7,0.0
444,5.199999999999999,16.7,0.0
445,1.75,16.7,0.0
446,9.375,16.7,0.0
447,9.225,16.7,0.0
448,2.0,16.7,0.0
449,2.25,16.7,0.0
450,2.5,16.7,0.0
451,1.25,16.7,0.0
452,3.225,16.7,0.0
453,1.75,16.7,0.0
454,2.75,16.7,0.0
455,1.75,16.7,0.0
456,2.75,16.7,0.0
457,14.675,16.7,0.0
458,2.0,16.7,0.0
459,1.25,16.7,0.0
460,2.75,16.7,0.0
461,1.25,16.7,0.0
462,3.25,16.7,0.0
463,1.75,16.7,0.0
464,2.75,16.7,0.0
465,1.25,16.7,0.0
466,2.95,16.7,0.0
467,17.0,16.7,0.0
468,3.0,16.7,0.0
469,1.75,16.7,0.0
470,2.75,16.7,0.0
471,1.75,16.7,0.0
472,2.75,16.7,0.0
473,2.0,16.7,0.0
474,2.475,16.7,0.0
475,2.0,16.7,0.0
476,2.75,16.7,0.0
477,15.2,16.7,0.0
478,3.0,16.7,0.0
479,2.5,16.7,0.0
480,3.225,16.7,0.0
481,2.75,16.7,0.0
482,2.475,16.7,0.0
483,2.225,16.7,0.0
484,2.5,16.7,0.0
485,2.0,16.7,0.0
486,2.5,16.7,0.0
487,17.475,16.7,0.0
488,7.0,16.7,0.0
489,1.5,16.7,0.0
490,2.475,16.7,0.0
491,1.0,16.7,0.0
492,3.25,16.7,0.0
493,1.75,16.7,0.0
494,2.0,16.7,0.0
495,1.75,16.7,0.0
496,3.725,16.7,0.0
497,14.975,16.7,0.0
498,6.074999999999999,16.7,0.0
499,2.5,16.7,0.0
500,2.25,16.7,0.0
501,2.25,16.7,0.0
502,2.25,16.7,0.0
503,2.25,16.7,0.0
504,2.5,16.7,0.0
505,2.0,16.7,0.0
506,2.0,16.7,0.0
507,12.675,16.7,0.0
508,5.475,16.7,0.0
509,2.5,16.7,0.0
510,2.25,16.7,0.0
511,1.5,16.7,0.0
512,2.75,16.7,0.0
513,1.5,16.7,0.0
514,3.25,16.7,0.0
515,2.5,16.7,0.0
516,2.0,16.7,0.0
517,2.475,16.7,0.0
518,22.15,16.7,0.0
519,1.25,16.7,0.0
520,3.0,16.7,0.0
521,1.5,16.7,0.0
522,2.75,16.7,0.0
523,2.0,16.7,0.0
524,2.725,16.7,0.0
525,2.25,16.7,0.0
526,1.75,16.7,0.0
527,2.25,16.7,0.0
528,16.95,16.7,0.0
529,2.25,16.7,0.0
530,3.475,16.7,0.0
531,1.5,16.7,0.0
532,2.25,16.7,0.0
533,2.0,16.7,0.0
534,2.975,16.7,0.0
535,2.25,16.7,0.0
536,3.0,16.7,0.0
537,2.25,16.7,0.0
538,16.775,16.7,0.0
539,2.0,16.7,0.0
540,2.0,16.7,0.0
541,2.75,16.7,0.0
542,2.75,16.7,0.0
543,1.5,16.7,0.0
544,3.95,16.7,0.0
545,3.975,16.7,0.0
546,3.25,16.7,0.0
547,2.0,16.7,0.0
548,16.35,16.7,0.0
549,4.025,16.7,0.0
550,2.0,16.7,0.0
551,2.25,16.7,0.0
552,2.975,16.7,0.0
553,2.25,16.7,0.0
554,2.5,16.7,0.0
555,1.725,16.7,0.0
556,3.0,16.7,0.0
557,2.475,16.7,0.0
558,15.15,16.7,0.0
559,3.025,16.7,0.0
560,2.975,16.7,0.0
561,1.75,16.7,0.0
562,3.25,16.7,0.0
563,1.75,16.7,0.0
564,2.975,16.7,0.0
565,1.75,16.7,0.0
566,2.5,16.7,0.0
567,2.0,16.7,0.0
568,15.875,16.7,0.0
569,2.475,16.7,0.0
570,2.25,16.7,0.0
571,2.25,16.7,0.0
572,2.75,16.7,0.0
573,2.0,16.7,0.0
574,3.45,16.7,0.0
575,2.25,16.7,0.0
576,2.75,16.7,0.0
577,2.5,16.7,0.0
578,2.725,16.7,0.0
579,14.55,16.7,0.0
580,3.0,16.7,0.0
581,2.25,16.7,0.0
582,2.75,16.7,0.0
583,2.0,16.7,0.0
584,2.5,16.7,0.0
585,2.0,16.7,0.0
586,2.975,16.7,0.0
587,2.0,16.7,0.0
588,2.5,16.7,0.0
589,15.999999999999998,16.7,0.0
590,1.75,16.7,0.0
591,1.75,16.7,0.0
592,2.5,16.7,0.0
593,2.0,16.7,0.0
594,2.225,16.7,0.0
595,2.0,16.7,0.0
596,3.725,16.7,0.0
597,1.75,16.7,0.0
598,3.475,16.7,0.0
599,16.175,16.7,0.0
600,3.975,16.7,0.0
601,20.125,16.8,0.0
602,26.2,17.0,0.0
603,33.3,17.2,0.0
604,53.125,17.9,0.0
605,33.9,17.7,0.0
606,12.95,17.8,0.0
607,6.475,17.8,0.0
608,10.1,17.8,0.0
609,25.275,17.9,0.10000000000000853
610,26.700000000000003,17.9,0.10000000000000853
611,23.15,17.9,0.10000000000000853
612,24.25,17.9,0.10000000000000853
613,19.575,17.8,0.10000000000000853
614,27.225,17.9,0.10000000000000853
615,50.1,18.0,0.10000000000000853
616,7.25,18.0,0.10000000000000853
617,2.0,18.0,0.10000000000000853
618,3.475,18.0,0.10000000000000853
619,12.55,18.0,0.10000000000000853
620,6.0,18.0,0.10000000000000853
621,2.25,18.0,0.10000000000000853
622,3.475,18.0,0.10000000000000853
623,4.95,18.0,0.10000000000000853
624,4.05,18.0,0.10000000000000853
625,2.25,18.0,0.10000000000000853
626,3.5,18.0,0.10000000000000853
627,4.7,18.0,0.10000000000000853
628,2.25,18.0,0.10000000000000853
629,15.425,18.0,0.10000000000000853
630,4.525,18.0,0.10000000000000853
631,5.800000000000001,18.0,0.10000000000000853
632,4.45,18.0,0.10000000000000853
633,2.525,18.0,0.10000000000000853
634,6.225,18.0,0.10000000000000853
635,2.25,18.0,0.10000000000000853
636,5.75,18.0,0.10000000000000853
637,1.975,18.0,0.10000000000000853
638,2.95,18.0,0.10000000000000853
639,4.775,18.0,0.10000000000000853
640,12.275,18.0,0.10000000000000853
641,2.5,18.0,0.10000000000000853
642,2.975,18.0,0.10000000000000853
643,3.0,18.0,0.10000000000000853
644,5.525,18.0,0.10000000000000853
645,3.475,18.0,0.10000000000000853
646,6.275,17.9,0.10000000000000853
647,3.7,17.9,0.10000000000000853
648,4.2,17.9,0.10000000000000853
649,4.775,17.9,0.10000000000000853
650,16.525,17.9,0.10000000000000853
651,4.475,17.9,0.10000000000000853
652,18.125,18.1,0.10000000000000853
653,42.650000000000006,17.8,0.10000000000000853
654,70.65,18.1,0.10000000000000853
655,55.125,17.8,0.10000000000000853
656,100.0,19.0,0.10000000000000853
657,100.0,19.3,0.10000000000000853
658,100.0,19.6,0.10000000000000853
659,36.6,19.8,0.10000000000000853
660,20.275,19.9,0.10000000000000853
661,7.975,19.9,0.10000000000000853
662,11.4,19.9,0.10000000000000853
663,11.7,19.9,0.10000000000000853
664,8.65,19.9,0.10000000000000853
665,47.675,19.9,0.10000000000000853
666,61.2,19.4,0.10000000000000853
667,82.025,19.6,0.10000000000000853
668,87.425,19.5,0.10000000000000853
669,86.775,19.5,0.10000000000000853
670,86.25,19.7,0.10000000000000853
671,89.2,19.5,0.10000000000000853
672,53.95,19.9,0.10000000000000853
673,87.6,19.9,0.10000000000000853
674,68.825,19.3,0.10000000000000853
675,76.15,19.5,0.10000000000000853
676,98.775,19.6,0.10000000000000853
677,98.25,20.0,0.10000000000000853
678,82.125,19.0,0.10000000000000853
679,98.225,19.4,0.10000000000000853
680,100.0,19.2,0.10000000000000853
681,78.0,19.0,0.10000000000000853
682,22.450000000000003,18.9,0.10000000000000853
683,47.55,19.0,0.10000000000000853
684,13.3,18.4,0.10000000000000853
685,7.025,18.4,0.10000000000000853
686,3.8,18.4,0.10000000000000853
687,6.475,18.3,0.10000000000000853
688,12.65,18.3,0.10000000000000853
689,40.9,18.3,0.10000000000000853
690,48.8,18.1,0.10000000000000853
691,45.9,17.7,0.10000000000000853
692,41.650000000000006,18.1,0.10000000000000853
693,85.125,18.0,0.10000000000000853
694,99.25,19.0,0.10000000000000853
695,99.75,19.7,0.10000000000000853
696,99.75,20.0,0.10000000000000853
697,68.92500000000001,20.0,0.10000000000000853
698,22.35,20.0,0.10000000000000853
699,25.65,20.0,0.10000000000000853
700,37.05,20.0,0.10000000000000853
701,40.825,20.0,0.10000000000000853
702,36.575,20.0,0.10000000000000853
703,31.275,20.5,0.10000000000000853
704,31.975,20.5,0.10000000000000853
705,29.225,19.9,0.10000000000000853
706,33.95,20.1,0.10000000000000853
707,35.875,20.8,0.10000000000000853
708,55.425,22.2,0.10000000000000853
709,62.35,22.5,0.10000000000000853
710,99.5,23.0,0.10000000000000853
711,92.925,22.9,0.20000000000000284
712,99.25,23.3,0.20000000000000284
713,100.0,24.4,0.20000000000000284
714,100.0,25.1,0.20000000000000284
715,100.0,25.0,0.20000000000000284
716,99.75,25.1,0.20000000000000284
717,100.0,26.0,0.20000000000000284
718,100.0,26.8,0.20000000000000284
719,100.0,28.3,0.20000000000000284
720,100.0,29.9,0.20000000000000284
721,100.0,30.5,0.20000000000000284
722,100.0,31.0,0.20000000000000284
723,100.0,31.4,0.20000000000000284
724,99.75,31.9,0.20000000000000284
725,99.25,32.4,0.20000000000000284
726,99.75,29.0,0.20000000000000284
727,99.75,29.8,0.20000000000000284
728,99.75,30.6,0.20000000000000284
729,100.0,30.9,0.20000000000000284
730,100.0,31.2,0.20000000000000284
731,100.0,31.6,0.20000000000000284
732,100.0,31.8,0.20000000000000284
733,100.0,32.3,0.20000000000000284
734,100.0,33.0,0.20000000000000284
735,100.0,33.6,0.20000000000000284
736,100.0,30.5,0.20000000000000284
737,100.0,31.4,0.20000000000000284
738,100.0,32.3,0.20000000000000284
739,100.0,33.0,0.20000000000000284
740,99.75,29.7,0.20000000000000284
741,100.0,26.9,0.20000000000000284
742,100.0,28.3,0.20000000000000284
743,100.0,29.5,0.20000000000000284
744,100.0,30.1,0.20000000000000284
745,100.0,30.6,0.20000000000000284
746,100.0,31.3,0.20000000000000284
747,100.0,31.8,0.20000000000000284
748,100.0,32.3,0.20000000000000284
749,100.0,32.7,0.20000000000000284
750,100.0,33.0,0.20000000000000284
751,100.0,33.2,0.20000000000000284
752,100.0,33.3,0.20000000000000284
753,100.0,33.2,0.20000000000000284
754,100.0,33.4,0.20000000000000284
755,100.0,33.6,0.20000000000000284
756,100.0,29.3,0.20000000000000284
757,100.0,30.5,0.20000000000000284
758,100.0,31.4,0.20000000000000284
759,100.0,32.3,0.20000000000000284
760,100.0,33.1,0.20000000000000284
761,100.0,33.8,0.20000000000000284
762,100.0,34.7,0.20000000000000284
763,100.0,35.6,0.20000000000000284
764,100.0,36.2,0.20000000000000284
765,100.0,31.9,0.20000000000000284
766,100.0,30.3,0.20000000000000284
767,100.0,32.0,0.20000000000000284
768,100.0,28.8,0.20000000000000284
769,100.0,25.8,0.20000000000000284
770,100.0,27.7,0.20000000000000284
771,100.0,29.1,0.20000000000000284
772,100.0,29.9,0.20000000000000284
773,100.0,30.4,0.20000000000000284
774,100.0,31.3,0.20000000000000284
775,100.0,29.7,0.20000000000000284
776,100.0,30.6,0.20000000000000284
777,100.0,28.2,0.20000000000000284
778,100.0,26.7,0.20000000000000284
779,100.0,28.5,0.20000000000000284
780,100.0,29.5,0.20000000000000284
781,100.0,30.0,0.20000000000000284
782,100.0,30.6,0.20000000000000284
783,100.0,31.6,0.20000000000000284
784,100.0,32.1,0.20000000000000284
785,100.0,32.4,0.20000000000000284
786,100.0,32.8,0.20000000000000284
787,100.0,32.8,0.20000000000000284
788,100.0,33.0,0.20000000000000284
789,100.0,33.2,0.20000000000000284
790,100.0,33.4,0.20000000000000284
791,100.0,29.1,0.20000000000000284
792,99.75,30.2,0.20000000000000284
793,100.0,31.2,0.20000000000000284
794,100.0,32.1,0.20000000000000284
795,100.0,33.1,0.20000000000000284
796,100.0,33.8,0.20000000000000284
797,100.0,34.7,0.20000000000000284
798,100.0,35.4,0.20000000000000284
799,100.0,35.9,0.20000000000000284
800,100.0,32.4,0.20000000000000284
801,100.0,33.4,0.20000000000000284
802,100.0,27.0,0.20000000000000284
803,99.5,24.0,0.20000000000000284
804,100.0,26.2,0.20000000000000284
805,100.0,28.1,0.20000000000000284
806,100.0,28.8,0.20000000000000284
807,100.0,29.3,0.20000000000000284
808,100.0,30.4,0.20000000000000284
809,100.0,31.1,0.20000000000000284
810,100.0,31.5,0.20000000000000284
811,100.0,29.3,0.20000000000000284
812,100.0,30.3,0.20000000000000284
813,100.0,28.1,0.20000000000000284
814,100.0,25.9,0.20000000000000284
815,100.0,27.8,0.20000000000000284
816,100.0,29.4,0.20000000000000284
817,100.0,30.3,0.20000000000000284
818,100.0,30.9,0.20000000000000284
819,100.0,31.6,0.20000000000000284
820,100.0,32.2,0.20000000000000284
821,100.0,29.2,0.20000000000000284
822,100.0,30.0,0.20000000000000284
823,100.0,30.6,0.20000000000000284
824,100.0,30.7,0.20000000000000284
825,100.0,31.1,0.20000000000000284
826,100.0,31.7,0.20000000000000284
827,100.0,32.3,0.20000000000000284
828,100.0,33.0,0.20000000000000284
829,100.0,33.7,0.20000000000000284
830,100.0,30.6,0.20000000000000284
831,100.0,27.8,0.20000000000000284
832,100.0,29.4,0.20000000000000284
833,100.0,27.4,0.20000000000000284
834,100.0,28.7,0.20000000000000284
835,100.0,26.5,0.20000000000000284
836,100.0,27.8,0.20000000000000284
837,100.0,29.2,0.20000000000000284
838,100.0,30.1,0.20000000000000284
839,100.0,30.5,0.20000000000000284
840,100.0,30.9,0.20000000000000284
841,100.0,31.3,0.20000000000000284
842,100.0,31.7,0.20000000000000284
843,100.0,32.2,0.20000000000000284
844,100.0,29.5,0.20000000000000284
845,100.0,27.4,0.20000000000000284
846,100.0,29.2,0.20000000000000284
847,99.75,27.2,0.20000000000000284
848,100.0,28.5,0.20000000000000284
849,100.0,29.8,0.20000000000000284
850,100.0,30.4,0.20000000000000284
851,100.0,27.8,0.20000000000000284
852,99.5,29.0,0.20000000000000284
853,100.0,30.3,0.20000000000000284
854,100.0,30.6,0.20000000000000284
855,100.0,30.8,0.20000000000000284
856,100.0,31.0,0.20000000000000284
857,100.0,31.3,0.20000000000000284
858,100.0,31.9,0.20000000000000284
859,100.0,32.7,0.20000000000000284
860,100.0,29.8,0.20000000000000284
861,99.75,27.6,0.20000000000000284
862,100.0,29.4,0.20000000000000284
863,99.75,25.2,0.20000000000000284
864,100.0,26.9,0.20000000000000284
865,100.0,28.4,0.20000000000000284
866,100.0,28.7,0.20000000000000284
867,100.0,29.4,0.20000000000000284
868,100.0,30.7,0.20000000000000284
869,100.0,31.4,0.20000000000000284
870,100.0,31.8,0.20000000000000284
871,100.0,32.2,0.20000000000000284
872,100.0,26.8,0.20000000000000284
873,100.0,28.5,0.20000000000000284
874,100.0,26.8,0.20000000000000284
875,100.0,27.9,0.20000000000000284
876,100.0,28.8,0.20000000000000284
877,100.0,30.0,0.20000000000000284
878,100.0,30.8,0.20000000000000284
879,100.0,31.5,0.20000000000000284
880,100.0,32.1,0.20000000000000284
881,100.0,28.9,0.20000000000000284
882,100.0,29.8,0.20000000000000284
883,100.0,30.5,0.20000000000000284
884,100.0,30.6,0.20000000000000284
885,100.0,30.8,0.20000000000000284
886,100.0,31.1,0.20000000000000284
887,100.0,31.8,0.20000000000000284
888,100.0,32.7,0.20000000000000284
889,100.0,33.5,0.20000000000000284
890,100.0,30.5,0.20000000000000284
