,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,38.11465954850519,6.498260152107578,60.19565282626854,11.0,37.3
BASE_USAGE,11.828999999999999,0.40823890064519824,3.4511700113720374,11.6,15.3
SERVER_USAGE,4.503000000000002,1.6340469189510232,36.2879617799472,15.3,20.2
WORKFLOW_USAGE,21.782659548505187,4.455974332511357,20.456521034949308,16.8,37.3
