,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,27.545582570673172,31.06729205135452,381.5803489093435,0.0,100.0
BASE_USAGE,3.3219166666666666,3.998960395284699,120.38111718489925,1.5,51.1
SERVER_USAGE,6.819333333333333,11.848730263372808,173.75203240843888,1.5,73.45
WORKFLOW_USAGE,17.404332570673173,15.219601392697012,87.44719931600538,1.975,100.0
