,AVERAGE_DISK_USAGE,STD_DISK_USAGE,CV_DISK_USAGE,MIN_DISK_USAGE,MAX_DISK_USAGE
TOTAL_USAGE,0.26623713646533254,0.06467032732907586,1241.9428016901322,0.0,0.6000000000000085
BASE_USAGE,0.0,0.0,0.0,0.0,0.0
SERVER_USAGE,0.0006666666666667235,0.008137703743823166,1220.655561573371,0.0,0.10000000000000853
WORKFLOW_USAGE,0.26557046979866583,0.0565326235852527,21.28724011676117,0.0,0.6000000000000085
