,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,31.06729205135452,6.498260152107578,0.06467032732907586
BASE_USAGE,3.998960395284699,0.40823890064519824,0.0
SERVER_USAGE,11.848730263372808,1.6340469189510232,0.008137703743823166
WORKFLOW_USAGE,15.219601392697012,4.455974332511357,0.0565326235852527
