,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,81.41743421052632,19.02315789473684,0.0
BASE_USAGE,2.839583333333333,11.218333333333334,0.0
SERVER_USAGE,17.827083333333338,3.2266666666666666,0.0
WORKFLOW_USAGE,60.75076754385965,4.57815789473684,0.0
