,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,257.77768583893186,26.656460462871372,0.0
BASE_USAGE,152.10247774680929,5.442863072935065,0.0
SERVER_USAGE,54.29687149520309,2.6794860225915085,0.0
WORKFLOW_USAGE,51.378336596919496,18.5341113673448,0.0
