,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,565.103679554613,27.833784689867272,0.0
BASE_USAGE,189.49951031381576,10.457914666960406,0.0
SERVER_USAGE,334.97091161009587,0.3439900866901559,0.0
WORKFLOW_USAGE,40.633257630701365,17.03187993621671,0.0
