,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,24.178502824858754,2.498777906952084,27.833784689867272,10.5,21.8
BASE_USAGE,11.385000000000002,1.1906335848334424,10.457914666960406,11.1,16.6
SERVER_USAGE,5.218333333333334,0.017950549357114636,0.3439900866901559,16.6,16.7
WORKFLOW_USAGE,7.575169491525418,1.2901937727615271,17.03187993621671,16.2,21.8
