,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,81.35659604519773,24.178502824858754,0.0
BASE_USAGE,5.089583333333334,11.385000000000002,0.0
SERVER_USAGE,2.9608333333333334,5.218333333333334,0.0
WORKFLOW_USAGE,73.30617937853107,7.575169491525418,0.0
