,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,81.35659604519773,49.34935462770511,565.103679554613,0.0,100.0
BASE_USAGE,5.089583333333334,9.644735493680248,189.49951031381576,0.75,53.525
SERVER_USAGE,2.9608333333333334,9.917930407922254,334.97091161009587,3.25,73.9
WORKFLOW_USAGE,73.30617937853107,29.786688726102607,40.633257630701365,13.1,100.0
