,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,14.770828288400105,4.194008417579378,0.07902820469200615
BASE_USAGE,0.6830437343651983,0.04963869458396325,0.0
SERVER_USAGE,0.0,0.0,0.0
WORKFLOW_USAGE,14.087784554034908,4.144369722995415,0.07902820469200615
