,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,15.341385778767805,14.770828288400105,136.81122635066748,0.0,100.0
BASE_USAGE,2.6200833333333335,0.6830437343651983,26.069542356739223,1.25,4.75
SERVER_USAGE,0.0,0.0,0.0,0.0,0.0
WORKFLOW_USAGE,12.721302445434471,14.087784554034908,110.74168399392825,0.75,100.0
