,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,15.341385778767805,24.783938097192095,0.20577407819919055
BASE_USAGE,2.6200833333333335,11.956000000000001,0.0
SERVER_USAGE,0.0,0.0,0.0
WORKFLOW_USAGE,12.721302445434471,12.827938097192094,0.20577407819919055
