,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,24.783938097192095,4.194008417579378,32.72255043538469,10.7,28.5
BASE_USAGE,11.956000000000001,0.04963869458396325,0.4151781079287658,11.9,12.0
SERVER_USAGE,0.0,0.0,0.0,0.0,0.0
WORKFLOW_USAGE,12.827938097192094,4.144369722995415,32.30737232745592,11.1,28.5
