,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,136.81122635066748,32.72255043538469,38.405325580176516
BASE_USAGE,26.069542356739223,0.4151781079287658,0.0
SERVER_USAGE,0.0,0.0,0.0
WORKFLOW_USAGE,110.74168399392825,32.30737232745592,38.405325580176516
