,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,12.144827586206896,1.0243391789241227,65.45585541376443,10.3,14.0
BASE_USAGE,10.603333333333333,0.01795054935711495,0.1692915689133758,10.6,10.7
SERVER_USAGE,0.0,0.0,0.0,0.0,0.0
WORKFLOW_USAGE,1.5414942528735622,1.0063886295670077,65.28656384485105,10.6,14.0
