,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,62.51336206896552,34.61444434472693,124.1230775919027,0.0,100.0
BASE_USAGE,1.7954166666666667,1.2417015515233745,69.15952015911114,0.75,9.125
SERVER_USAGE,0.0,0.0,0.0,0.0,0.0
WORKFLOW_USAGE,60.71794540229885,33.37274279320355,54.96355743279155,1.25,100.0
