,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,34.61444434472693,1.0243391789241227,0.0
BASE_USAGE,1.2417015515233745,0.01795054935711495,0.0
SERVER_USAGE,0.0,0.0,0.0
WORKFLOW_USAGE,33.37274279320355,1.0063886295670077,0.0
